Company_name,Description
Barbeque Nation,Hospitality 
Rockman Industries,Auto Components 
Jacobs Engineering Group,Engineering & Construction 
XcelServ Solutions,IT Services & Consulting 
Ion Exchange India,Waste Management 
Evision Technoserve,Recruitment 
DCM Shriram,Chemicals 
Novo Nordisk,Pharma 
The Ramco Cements,Building Material 
Softenger,IT Services & Consulting 
Intel,Semiconductors 
Edelweiss Tokio Life Insurance,Insurance 
Vertex Customer Solutions,IT Services & Consulting 
NTT DATA Business Solutions,IT Services & Consulting 
Power Grid Corporation of India,Power 
1point1 Solutions,BPO 
Chetu,Software Product 
Vistaar Finance,NBFC 
Lemon Tree Hotels,Hospitality 
Ceasefire Industries,Industrial Machinery 
OM Logistics,Logistics 
V2 Retail,Retail 
Nippon Paint India,Chemicals 
Hyundai Mobis,Auto Components 
Capacit'e Infraprojects,Engineering & Construction 
Unicharm,Beauty & Personal Care 
Aerial Telecom Solutions,Telecom 
TechnipFMC,Industrial Machinery 
Medplus(optival Health Solutions),501-1k Employees 
Provana,IT Services & Consulting 
ReNew,Power 
ThyssenKrupp Industries India,Industrial Machinery 
GAO Tek,Electrical Equipment 
Brillio,IT Services & Consulting 
Hindustan Zinc,Metals & Mining 
Hathway,Broadcasting 
Dana Anand,Auto Components 
United Alliance Technology,IT Services & Consulting 
Reliance AJIO,Internet 
Muthoot Microfin,NBFC 
Kotak Mahindra Prime,NBFC 
Intex Technologies,Consumer Electronics & Appliances 
GEP Worldwide,IT Services & Consulting 
Happiest Minds Technologies,IT Services & Consulting 
Qualcomm,Semiconductors 
CarDekho,Internet 
TK Elevator,Industrial Machinery 
Bosch Chassis Systems,Auto Components 
CenturyPly,Furniture & Furnishing 
Apotex Research,Pharma 
Feedback Infrastructure Services,Engineering & Construction 
TEKsystems,IT Services & Consulting 
More Supermarket,Retail 
TradeIndia (Infocom Network Private Limited),Internet 
Kinara Capital,FinTech 
Colliers International,Real Estate 
Kirloskar Brothers,Industrial Machinery 
Pizza Hut,Hospitality 
Colgate Palmolive,FMCG 
Stanza Living,Internet 
ZF Steering Gear,Auto Components 
Nykaa,Internet 
Tube Investments of India,Engineering & Construction 
Imperial Auto Industries,Auto Components 
Acuity Knowledge Partners,Financial Services 
Spandana Sphoorty Financial,NBFC 
Fidelity Investment,Financial Services 
Karur Vysya Bank,Banking 
Secure Meters,Electronics Manufacturing 
Tata Chemicals,Chemicals 
Syngenta,Agriculture 
Genius Consultants,Recruitment 
Shalby Hospitals,Healthcare 
Diageo,Beverage 
Nilkamal,Furniture & Furnishing 
Ahluwalia Contracts India,Engineering & Construction 
Rashmi Metaliks,Iron & Steel 
H.G. Infra Engineering,Engineering & Construction 
Aditya Birla Finance,NBFC 
Dassault Systemes,Software Product 
Pricol,Auto Components 
FLSmidth,Industrial Machinery 
Sundaram Finance,NBFC 
SLK Global Services,BPO 
VIP Industries,Retail 
Pristyn Care,Healthcare 
Sundaram Clayton,Auto Components 
Gmmco,Industrial Machinery 
PayPal,FinTech 
Incedo,IT Services & Consulting 
Fusion Microfinance,NBFC 
Next Education India,EdTech 
AstraZeneca,Pharma 
Egis  India Consulting Engineers,Engineering & Construction 
JTEKT,Auto Components 
CALIBEHR,Recruitment 
eClinicalWorks,Software Product 
eClinicalWorks,Software Product 
Visionet Systems,IT Services & Consulting 
Orchids International School,Education & Training 
Perfetti Van Melle,Food Processing 
MakeMyTrip,Internet 
LOREAL,Beauty & Personal Care 
Nirma,FMCG 
Air India,Aviation 
KIMS Hospital,Healthcare 
Pacific BPO,BPO 
MAHLE ANAND Filter Systems,Auto Components 
Caratlane Trading,1k-5k Employees 
Hikal,Pharma 
Teva Pharmaceuticals,Pharma 
VeeTechnologies,IT Services & Consulting 
Vedanta Aluminium,Metals & Mining 
HFCL,Hardware & Networking 
Birla Corporation,Building Material 
Fluor Corporation,Forbes Global 2000 
INDO-MIM,Industrial Machinery 
Capital Numbers Infotech,IT Services & Consulting 
SitusAMC,Software Product 
ICICI Prudential Mutual Fund,Financial Services 
CADD Centre Training Services,Education & Training 
C&S Electric,Electrical Equipment 
Orion Edutech,EdTech 
Better.com,Financial Services 
Future Focus Infotech,IT Services & Consulting 
Pernod Ricard,Beverage 
Skill Lync,EdTech 
Prodapt,IT Services & Consulting 
Webhelp,BPO 
Troikaa Pharmaceuticals,Pharma 
Air India Sats Airport Services,Aviation 
Patra Corporation,BPO 
Ford Business Solutions,IT Services & Consulting 
Thomas Cook,Travel & Tourism 
NextComm Corporation,1k-5k Employees 
TNQ Technologies,Printing & Publishing 
Metropolis Healthcare,Healthcare 
Uber,Internet 
Neel Metal Products,Metals & Mining 
Mu Sigma,Analytics & KPO 
Otis Elevator,Industrial Machinery 
SBFC Finance,NBFC 
Zoho,Software Product 
Toppr,EdTech 
C.R.I. Pumps,Industrial Machinery 
Quest Retail Private Limited,Retail 
Yashoda Hospitals,Healthcare 
GVPR Engineers,Engineering & Construction 
Amara Raja Group,Auto Components 
Pramerica Life Insurance,Insurance 
Standard Chartered Global Business Services,IT Services & Consulting 
Shriram General Insurance,Insurance 
Schaeffler India,Auto Components 
Bank of India,Banking 
Indira IVF Hospital,Healthcare 
Aviva Life Insurance India,Insurance 
Suzuki Motorcycle,Automobile 
Suzuki Motorcycle,Automobile 
Willis Towers Watson,Financial Services 
Vertiv,IT Services & Consulting 
Centre for Development of Advanced Computing,IT Services & Consulting 
Federal Bank,Banking 
Huhtamaki,Packaging 
Leadec India,Facility Management Services 
Everest Industries,Building Material 
Wheels,Auto Components 
Meril,Medical Equipment 
Columbia Asia,Healthcare 
Test Yantra Software Solutions,IT Services & Consulting 
Centum Electronics,Electronics Manufacturing 
Gharda Chemicals,Chemicals 
Aarvi Encon,Recruitment 
Godrej Agrovet,Agriculture 
Dunzo,Internet 
Marks & Spencer,Retail 
Aspire Systems,IT Services & Consulting 
Napino Auto & Electronics,Auto Components 
THE LEELA PALACES HOTELS & RESORTS,Hospitality 
Rupeek,FinTech 
DLF,Real Estate 
Parekh Integrated Services,Logistics 
HT Media,Media & Entertainment 
Grant Thornton,Accounting & Auditing 
Lakshmi Machine Works,Industrial Machinery 
Aparna Constructions and Estates,Real Estate 
Duck Creek Technologies,Software Product 
Bechtel,Engineering & Construction 
Greaves Cotton,Auto Components 
Sykes Business Services Of India,BPO 
KEI Industries,Electrical Equipment 
Zydus Wellness,FMCG 
Knorr-Bremse,Auto Components 
Natco Pharma,Pharma 
Allianz Technology,IT Services & Consulting 
Samsung Engineering,Engineering & Construction 
Digit Insurance,Insurance 
Panacea Biotec,Biotechnology 
Sandhar Technologies,Auto Components 
Star Cement,Building Material 
United Breweries,Beverage 
Vedanta Resources,Metals & Mining 
Westside,Fashion & Textile 
Varroc Polymers,Auto Components 
Timken,Industrial Machinery 
Godfrey Phillips India,FMCG 
Franklin Templeton Investments,1k-5k Employees 
Medha Servo Drives,Electrical Equipment 
Page Industries,Fashion & Textile 
Kohler,Building Material 
LEAD School,EdTech 
Atlas Copco,Industrial Machinery 
National Health Mission,Healthcare 
ValueMomentum,IT Services & Consulting 
Qinecsa Solutions,Mysuru / Mysore +9 more
Greenko Group,Power 
Indusind Marketing & Financial Services,Financial Services 
Defence Research & Development Organisation,Defence & Aerospace 
Bayer Crop Science Vegetable Seeds,Hyderabad / Secunderabad +141 more
Samsung Research,Consumer Electronics & Appliances 
Precision Techserve,IT Services & Consulting 
Future Supply Chain Solutions,Logistics 
ffreedom app,Internet 
SHYAM METALICS AND ENERGY,Iron & Steel 
Asirvad Microfinance,NBFC 
Aristo Pharmaceuticals,Pharma 
T-SYSTEMS ICT INDIA,IT Services & Consulting 
NetAmbit,BPO 
Tata Consumer Products,FMCG 
NielsenIQ,IT Services & Consulting 
Acme Cleantech Solutions,Industrial Machinery 
Kalpataru Group,Real Estate 
Mswipe Technologies,FinTech 
Financial Software & Systems,FinTech 
Adani Green Energy,Power 
Astral Pipe,Building Material 
AtkinsRealis,Engineering & Construction 
Galfar,Engineering & Construction 
Fareportal,Internet 
Snapdeal,Internet 
Infra.Market,Building Material 
Rebel Foods,Internet 
Piramal Pharma,Pharma 
Lumina Datamatics,IT Services & Consulting 
Quess IT Staffing Solutions,Conglomerate 
General Mills,Food Processing 
Salesforce,Software Product 
Velocis Systems,IT Services & Consulting 
SFO Technologies,Electronics Manufacturing 
Lowe's,Retail 
Innova Solutions,IT Services & Consulting 
Netscribes,Analytics & KPO 
NetCracker,IT Services & Consulting 
Karvy Stock Broking,1k-5k Employees 
GAMMON INDIA,Engineering & Construction 
CNH,Automobile 
Cult.fit,Fitness & Wellness 
Bayer,Pharma 
Michelin,Auto Components 
Northern Trust,Financial Services 
Athena BPO,BPO 
City Union Bank,Banking 
J B Chemicals And Pharmaceuticals,Pharma 
Nityo Infotech,IT Services & Consulting 
Citco,Financial Services 
Sanden Vikas,Auto Components 
Musashi Auto Parts,Auto Components 
DuPont,Waste Management 
Royal Sundaram General Insurance,Insurance 
Shilpa Medicare,Pharma 
Sandvik Asia,Industrial Machinery 
ICCS,BPO 
NBC Bearings,Auto Components 
Border Security Force,Law Enforcement & Security 
Signify,Consumer Electronics & Appliances 
Artech Infosystems,1k-5k Employees 
Collins Aerospace,Defence & Aerospace 
Hitachi Payment Services,FinTech 
OLX,Internet 
Medusind Solutions,IT Services & Consulting 
Merino Industries,Furniture & Furnishing 
Micromax Informatics,Consumer Electronics & Appliances 
Schlumberger,Oil & Gas 
OCS Group,Facility Management Services 
Genpact Headstrong Capital Markets,IT Services & Consulting 
Jabil Circuit India,Electronics Manufacturing 
ESL Steel,Iron & Steel 
Knight Frank,Real Estate 
DAV Public School,Education & Training 
Temenos,Software Product 
Navayuga Engineering Company,Engineering & Construction 
Tata Starbucks,Hospitality 
Aparajitha Corporate Services,Legal 
Ageas Federal Life Insurance,Insurance 
Adani Enterprises,Financial Services 
Mastek,IT Services & Consulting 
HomeLane,Architecture & Interior Design 
TÜV NORD,Other 
BNP Paribas India Solutions,IT Services & Consulting 
Xebia,IT Services & Consulting 
Prochant,BPO 
Volvo,Automobile 
GlaxoSmithKline Consumer Healthcare,Pharma 
Reliance Power,Power 
Arohan Financial Services,NBFC 
CRB Tech Solution,EdTech 
RAMTeCH Software Solutions,IT Services & Consulting 
Zepto,Internet 
Porter,Internet 
Tata Electronics,Semiconductors 
Quantiphi Analytics Solutions Private Limited,IT Services & Consulting 
Guardian India,Insurance 
Eveready Industries,Consumer Electronics & Appliances 
Kurlon,Furniture & Furnishing 
Dhani Services,201-500 Employees 
Kutumbh Care,Recruitment 
Amphenol Interconnect,Electrical Equipment 
Steag Energy Services,Power 
Amul Dairy,Food Processing 
Bridge & Roof Co,Engineering & Construction 
First Advantage,Recruitment 
Globant,Software Product 
Rungta Mines,Metals & Mining 
GirnarSoft,IT Services & Consulting 
Veradigm,Pune +6 more
Jaya Hind Industries,Auto Components 
Prism Johnson,Building Material 
NoBrokerHOOD,Software Product 
IMPACT Infotech,Recruitment 
Svatantra Microfin,NBFC 
GE Healthcare,Healthcare 
ICA Edu Skills,Education & Training 
Salcomp Manufacturing,Electronics Manufacturing 
Deepak Fertilisers and Petrochemicals,Agro Chemicals 
Carnival Cruise Lines,Sports & Recreation 
AuthBridge Research Services,IT Services & Consulting 
Medlife,Internet 
Transsion,Consumer Electronics & Appliances 
ACL Digital,IT Services & Consulting 
McDermott International,Engineering & Construction 
Deccan Fine Chemicals,Agro Chemicals 
Tata Hitachi Construction Machinery,Industrial Machinery 
TCNS Clothing Company,Fashion & Textile 
H&M,Fashion & Textile 
Amazon Services,Hyderabad / Secunderabad +43 more
Advik Hi Tech,Auto Components 
Ugam Solution,IT Services & Consulting 
Ashirvad Pipes,Building Material 
Bitwise Solutions,IT Services & Consulting 
L&T Power,Power 
Varthana,Financial Services 
Telenor,Telecom 
Silaris Informations,BPO 
Times Internet,Internet 
Embibe,EdTech 
Nippon Life India Asset Management,Financial Services 
Simplilearn,EdTech 
Fractal Analytics,Analytics & KPO 
Comviva Technology,IT Services & Consulting 
Lea Associates South Asia,Engineering & Construction 
Lumen Technologies,Hardware & Networking 
Indium Software,IT Services & Consulting 
Union Bank of India,Banking 
The Lalit,Hospitality 
Bpo Convergence,BPO 
Flash Electronics,Electronics Manufacturing 
The Akshaya Patra Foundation,Non-Profit 
Rallis India,Agro Chemicals 
Re Sustainability Limited,Waste Management 
CSM Technologies,IT Services & Consulting 
Rodic Consultants,Engineering & Construction 
Swaraj Tractors,Automobile 
Finolex Cables,Electrical Equipment 
Amazon Web Services,Software Product 
HP India,Consumer Electronics & Appliances 
Primus Global Technologies,IT Services & Consulting 
Eris Lifesciences,Pharma 
Engineers India,1k-5k Employees 
Pratap Technocrats,Telecom 
Hitachi Systems Micro Clinic,IT Services & Consulting 
IFFCO,Agro Chemicals 
Citigroup,Banking 
Rico Auto Industries,Auto Components 
Denave,Marketing & Advertising 
Chennai Radha Engineering Works,Engineering & Construction 
MattsenKumar,BPO 
Hindustan Sanitaryware & Industries,Furniture & Furnishing 
Wipro Infrastructure Engineering,Industrial Machinery 
Cogoport,Internet 
Caparo Engineering India,Auto Components 
Crowne Plaza,Hospitality 
Balkrishna Industries,Auto Components 
Edubridge Learning,EdTech 
EMERSON PROCESS MANAGEMENT,Industrial Machinery 
India Cements,Building Material 
Tata Cummins,Auto Components 
Government of India,Government 
Progressive Infotech,IT Services & Consulting 
PUMA,Fashion & Textile 
Shaktiman Tirth Agro Technology,Industrial Machinery 
Biba Apparels,Fashion & Textile 
Astral Adhesives,Chemicals 
Indo Autotech,Auto Components 
Skipper,Power 
Central Industrial Security Force,Law Enforcement & Security 
Religare,Financial Services 
Wonder Cement,Building Material 
TDK India,Semiconductors 
Rohan Builders,Real Estate 
Ups Logistics,Logistics 
Sharda Motor Industries,Auto Components 
Investors Clinic,Real Estate 
Redington,Hardware & Networking 
Neeyamo Enterprise Solutions,1k-5k Employees 
Isuzu Motors,Automobile 
Toyo Engineeering,Engineering & Construction 
MG Motor,Automobile 
Ramco Systems,Software Product 
Naukri,Internet 
KGISL,IT Services & Consulting 
Integreon,Legal 
Rane (Madras),Auto Components 
Target,Retail 
Ingram Micro,IT Services & Consulting 
VA Tech Wabag,Waste Management 
DP World,Logistics 
Fleetguard Filters,Auto Components 
Xceedance,Insurance 
JSW Group,Iron & Steel 
CMS Computers Limited (INDIA),IT Services & Consulting 
Fortrea Development India Private Limited,5k-10k Employees 
Magna International,Auto Components 
LifeCell International,Biotechnology 
Innodata India Private Limited,IT Services & Consulting 
Accolite,IT Services & Consulting 
Icon Plc,Clinical Research 
Zuventus Healthcare,Pharma 
MALABAR GOLD AND DIAMONDS,Jewellery 
Bharti Infratel,Telecom 
Nlb Services,Recruitment 
Ivrcl Infrastructures & Projects,Engineering & Construction 
Ukb Electronics,Electronics Manufacturing 
NSB Bpo Solutions,BPO 
Unimoni,FinTech 
HIL,Building Material 
Bses Rajdhani Power,Power 
Linde India,Oil & Gas 
MagicBricks,Internet 
Sunbeam Auto,Auto Components 
KMV Projects,Engineering & Construction 
Ag Industries,Auto Components 
Csc E Governance Services,Government 
Radical Minds,BPO 
IVY Comptech,IT Services & Consulting 
Ihg Group,Hospitality 
SKH Metals,Auto Components 
HSBC Bank,Banking 
Integra Software Services,IT Services & Consulting 
uFaber,Education & Training 
JK Paper,Pulp & Paper 
Shyam Steel Industries,Metals & Mining 
Somany Ceramics,Building Material 
MasterCard,FinTech 
Ienergizer BPO Services,BPO 
Thriveni Earthmovers,Metals & Mining 
Tafe Motors & Tractors,Automobile 
FIITJEE,Education & Training 
Hitachi,Industrial Machinery 
Jain Irrigation Systems,Agriculture 
Microtek International,Consumer Electronics & Appliances 
Epsilon,Marketing & Advertising 
Mott MacDonald,Management Consulting 
Epicenter Technologies,BPO 
India Shelter Finance Corporation,NBFC 
National Informatics Centre,Government 
Trimax IT Infrastructure Services,IT Services & Consulting 
Rentokil Pest Control,Facility Management Services 
Sintex Industries,Industrial Machinery 
eTeam,Recruitment 
Royal Caribbean International,Sports & Recreation 
Sun Life Financial,Financial Services 
Orient Electric,Consumer Electronics & Appliances 
Vijay Sales,Retail 
Marsh McLennan,Management Consulting 
McKinsey & Company,Management Consulting 
Creambell,Food Processing 
Raychem RPG,Electrical Equipment 
United Spirits,Beverage 
Omaxe,Real Estate 
Sutherland Healthcare Solutions,Analytics & KPO 
Deepak Nitrite,Chemicals 
Greenlam Industries,Building Material 
Parag Milk Foods,FMCG 
India Japan Lighting,Auto Components 
Amway India Enterprises,FMCG 
EPL Limited,Packaging 
Titan Eye Plus,Other 
Lovely Professional University,Education & Training 
Atkins,Engineering & Construction 
EPL Limited,Packaging 
Bikanervala,FMCG 
Hapag-Lloyd,Ports & Shipping 
Mount Litera Zee School,Education & Training 
Zetwerk Manufacturing Businesses,Industrial Machinery 
Micro Turners,Auto Components 
Jaro Education,EdTech 
Experis IT,Recruitment 
ACTE,Education & Training 
MPS Limited,Content Development 
Cigniti Technologies,IT Services & Consulting 
Gayatri Projects,Engineering & Construction 
Care Hospital,Healthcare 
KaaShiv InfoTech Company,IT Services & Consulting 
Diebold Nixdorf,IT Services & Consulting 
